,City,Count
2923,lincoln nebraska,1
2926,lincolnshire,1
2928,lincolnville,1
2930,lincroft,1
2938,lineville,1
2970,lochbuie,1
2955,little neck,1
2956,little river,1
2958,little silver,1
2962,live oak,1
2968,lk. george,1
2969,loch sheldrake,1
2756,lajara,1
2748,lafitte,1
2742,lacygne,1
2563,jonesburg,1
2540,jeannette,1
2543,jeffersonton,1
2546,jensen beach,1
2547,jenson beach,1
2548,jericho,1
2555,johnson,1
2564,jonestown,1
2533,jamesburg,1
2568,jump river,1
2572,juniata,1
2574,just south of boston,1
2583,kalkaska,1
2585,kamas,1
2592,kapaa,1
2539,jc,1
2532,james island,1
2597,kasson,1
2488,ingleside,1
2463,ilwaco,1
2464,imbler,1
2469,indanopolis,1
2474,indian lake,1
2477,indian wells,1
2483,indianpolis,1
2494,intervale,1
2529,jakarta,1
2501,iowa park,1
2513,island lake il.,1
2514,island park,1
2522,jacksboro,1
2524,jackson heights,1
2525,jacksons gap,1
2596,kasota,1
2598,kathleen ga,1
2738,lackawaxen,1
2697,knollwood,1
2679,kinsey,1
2686,kirtland,1
2688,kittanning,1
2692,knife river,1
2694,knightstown,1
2696,knokville,1
2702,kooskia,1
2673,kingsley,1
2707,kyle,1
2708,l,1
2709,l mesa,1
2710,l.a.,1
2713,la center,1
2715,la crescent,1
2678,kinnelon,1
2668,kinghill,1
2601,kaukauna,1
2637,keokuk,1
2608,keedysville,1
2613,kellyville,1
2622,kenilworth,1
2627,kenneth city,1
2628,kennett square,1
2630,keno,1
2641,kersey,1
2667,king william,1
2643,keswick,1
2653,kialua,1
2654,kihei,1
2656,killbuck,1
2658,kilmarnock,1
2662,kincaid,1
3052,lyman,1
3056,lyndhurst,1
3063,m ount morris,1
3460,mount holly,1
3433,morganton,1
3435,morganville,1
3436,moriah center,1
3450,motley,1
3454,moundsville,1
3458,mount desert,1
3461,mount jackson,1
3428,moreland hills,1
3468,mount penn,1
3470,mount plymouth,1
3472,mount rainier,1
3473,mount savage,1
3475,mount. airy,1
3481,mountainville,1
3432,morganfield,1
3422,moosup,1
3484,mountville,1
3387,monmouth beach,1
3370,modena,1
3372,moeville,1
3373,moffett field,1
3378,mojave desert,1
3382,moncks corner,1
3383,mondovi,1
3395,monson,1
3421,moose,1
3400,montello,1
3407,monticello,1
3408,montlcair,1
3411,montross,1
3412,montvale,1
3415,moon township,1
3482,mountian view,1
3485,mousie,1
3365,mitchellville,1
3568,nags head,1
3559,n. mankato,1
3560,n. massapequa,1
3561,n. potomac,1
3562,n. richland hills,1
3563,n. royalton,1
3565,n.little rock,1
3569,namp,1
3553,n. chelmsford,1
3581,narrows,1
3582,naselle,1
3583,nash,1
3584,nashotah,1
3593,natrona heights,1
3599,nebraska,1
3554,n. dartmouth,1
3549,n ewport news,1
3487,mouthcard,1
3518,mulberry,1
3490,mt laurel,1
3491,mt pleasant,1
3494,mt royal,1
3501,mt. dora,1
3502,mt. freedom,1
3505,mt. olive,1
3519,muldrow,1
3542,myrtle creek,1
3521,mulvane,1
3523,muncy,1
3532,murrells inlet,1
3538,muskogee,1
3539,mustang,1
3540,myerstown,1
3366,mn,1
3346,minneapoli,1
3070,macomb twp.,1
3155,marlow,1
3132,maple shade,1
3133,maple valley,1
3135,maquoketa,1
3141,marengo,1
3144,marianna,1
3149,marine on st croix,1
3160,marrietta,1
3125,mantua,1
3166,martha,1
3167,marthasville,1
3171,maryland,1
3175,mascoutah,1
3183,mathiston,1
3186,mattison,1
3127,many,1
3124,mantorville,1
3190,mauldin,1
3096,malibu,1
3081,maggie valley,1
3085,mahopac,1
3089,maimi lakes,1
3091,maize,1
3092,makawao,1
3094,malaga,1
3097,malone,1
3120,mannington,1
3099,malvern,1
3100,mamaroneck,1
3102,manakin-sabot,1
3106,manchaca,1
3110,manhasset,1
3115,manistique,1
3187,mattoon,1
3195,may,1
3344,minerva,1
3320,milladore,1
3290,micanopy,1
3291,miccosukee,1
3296,middlebourne,1
3300,middlebury center,1
3303,middlesex,1
3318,mill hall,1
3323,millbury,1
3269,merion station,1
3332,millwood,1
3333,milmont park,1
3339,milwuakee,1
3341,mineapolis,1
3342,mineola,1
3343,mineral city,1
3275,merrillville,1
3257,menominee,1
3196,maybrook,1
3217,mcguire afb,1
3197,mayer,1
3206,maywood,1
3208,mcalester,1
3210,mcchord,1
3213,mcconnells,1
3216,mcewen,1
3219,mckees rocks,1
3252,mendham,1
3229,mead,1
3230,meadowlands,1
3239,mediapolis,1
3242,meeker,1
3247,melville,1
3248,melvin,1
6022,zionville,1
