,Book-Author,Count,Average
33119,Kate Chopin,122,3.1639344262295084
62022,William Bernhardt,122,1.9098360655737705
33234,Kate Wilhelm,122,1.6967213114754098
9292,Charlotte Macleod,122,2.540983606557377
14285,Diane Carey,121,2.1487603305785123
43944,Monica Ferris,121,2.760330578512397
43545,Milan Kundera,121,2.7355371900826446
55213,Shel Silverstein,120,6.216666666666667
16492,Edwidge Danticat,120,1.9583333333333333
32234,Julia Alvarez,120,3.433333333333333
27092,Jasmine Cresswell,120,1.6
31651,Jostein Gaarder,120,2.625
53724,S. E. Hinton,120,3.716666666666667
27657,Jeff Deaver,120,3.058333333333333
6083,Bob Greene,119,1.9747899159663866
23738,Howard Fast,119,0.7815126050420168
55894,Spencer Johnson,119,4.067226890756302
28797,Jimmy Buffett,119,2.0168067226890756
23446,Herman Melville,119,2.3865546218487395
36051,Leigh Greenwood,119,2.0588235294117645
14668,Don Delillo,119,2.4285714285714284
8318,Carson Mccullers,118,2.0762711864406778
42000,Melanie Rawn,118,3.7457627118644066
3838,Arthur Miller,118,3.26271186440678
48026,Peter Hoeg,118,1.347457627118644
26765,Jane Yolen,117,2.9914529914529915
42204,Merline Lovelace,117,1.4017094017094016
46072,P.D. James,117,2.547008547008547
30263,John Knowles,117,3.8461538461538463
27725,Jeff Rovin,117,1.7435897435897436
35507,Laura Zigman,117,2.3846153846153846
32125,Judy Collins,117,1.794871794871795
19267,Frank E. Peretti,116,2.8879310344827585
49784,Rebecca Brandewyne,116,1.3017241379310345
6600,Brian Herbert,116,4.646551724137931
15230,Dorothea Benton Frank,116,2.4482758620689653
32449,Julie Smith,116,1.603448275862069
54157,Sandra Cisneros,115,3.3217391304347825
22133,H. Jackson Brown,115,3.2869565217391306
53952,Salman Rushdie,115,2.4695652173913043
44554,Nancy Pickard,115,1.608695652173913
16948,Elizabeth Bevarly,115,1.1478260869565218
16626,Elaine Coffman,115,1.7130434782608697
36527,Lewis Carroll,115,4.3652173913043475
34065,Ken Kesey,115,3.9043478260869566
13259,David Weber,115,3.8434782608695652
22539,Harold Robbins,115,1.008695652173913
14322,Diane Johnson,114,2.026315789473684
54637,Scott Cunningham,114,4.833333333333333
9517,Chitra Banerjee Divakaruni,114,4.0701754385964914
32122,Judy Christenberry,114,1.1491228070175439
46264,Pamela Morsi,114,1.6578947368421053
58095,T. Jefferson Parker,114,2.2280701754385963
46517,Patricia C. Wrede,114,3.3684210526315788
61835,Whitney Otto,114,1.4035087719298245
61702,Wendy Corsi Staub,113,2.7168141592920354
4287,Barbara Bretton,113,2.415929203539823
50584,Richard Matheson,113,3.3716814159292037
15935,Earlene Fowler,113,2.690265486725664
34967,L. Frank Baum,113,4.061946902654867
19096,Francine Rivers,113,3.725663716814159
39890,Marion Chesney,113,1.3628318584070795
14532,Dinah Mccall,113,2.3716814159292037
38085,Lydia Adamson,112,1.5
22654,Harry Harrison,112,1.5178571428571428
2860,Anna Maxted,112,2.2857142857142856
49703,Raymond E. Feist,112,2.5982142857142856
51260,Robert C. Atkins,112,2.2767857142857144
31982,Judith Kelman,112,1.4017857142857142
11711,Dana Stabenow,112,2.625
54390,Sarah Ban Breathnach,112,2.892857142857143
54534,Sark,111,3.945945945945946
25874,James Howe,111,1.8018018018018018
56528,Stephen R. Lawhead,111,2.90990990990991
1741,Amanda Ashley,111,3.5405405405405403
28017,Jennifer Roberson,111,4.135135135135135
15296,Dorothy L. Sayers,111,2.5495495495495497
29836,John Darnton,111,1.6216216216216217
37521,Lorenzo Carcaterra,111,2.675675675675676
11293,D. H. Lawrence,110,2.409090909090909
37417,Lois Mcmaster Bujold,110,4.590909090909091
17348,Ellen Datlow,110,3.8727272727272726
57300,Susan Conant,110,2.2454545454545456
61850,Wilbur A. Smith,110,2.0454545454545454
12005,Daphne Du Maurier,110,3.5090909090909093
56330,Stephen Crane,110,2.0636363636363635
51936,Robert Pirsig,109,3.091743119266055
34956,L. E. Modesitt Jr.,109,2.467889908256881
36535,Lewis Grizzard,109,2.1743119266055047
16451,Edward Rutherfurd,109,2.1009174311926606
35932,Lee Child,109,2.7522935779816513
28978,Joan Hohl,109,1.385321100917431
47423,Paul Zindel,109,2.779816513761468
3200,Annette Broadrick,109,0.8165137614678899
48584,Phillip C. Mcgraw,108,2.240740740740741
2740,Ann Rinaldi,108,2.7314814814814814
14270,Diana Wynne Jones,108,4.166666666666667
8104,Caroline Burnes,108,0.6851851851851852
59113,Thomas Keneally,107,2.074766355140187
14733,Don Pendleton,107,1.0373831775700935
18023,Erich Segal,107,2.1121495327102804
5551,Beverly Barton,107,1.560747663551402
41944,Meggin Cabot,106,3.150943396226415
22784,Haven Kimmel,106,2.660377358490566
17349,Ellen Degeneres,106,3.141509433962264
27522,Jeanette Winterson,106,3.2264150943396226
6974,Bruce Wilkinson,106,2.858490566037736
60746,Victor Hugo,105,2.380952380952381
33726,Katie Macalister,105,3.1333333333333333
10227,Claire Delacroix,105,1.361904761904762
4222,Banana Yoshimoto,105,2.8476190476190477
55307,Sheri Holman,105,3.085714285714286
19976,Gail Tsukiyama,105,2.7523809523809524
62760,Wilson Rawls,105,3.7714285714285714
17364,Ellen Gilchrist,105,3.0285714285714285
6526,Bret Easton Ellis,105,3.0476190476190474
54472,Sarah Mlynowski,105,3.0476190476190474
32848,Karen Kijewski,105,0.9428571428571428
38208,Lynn Erickson,105,1.4952380952380953
44186,Myla Goldberg,104,3.4711538461538463
22229,Ha Jin,104,2.8653846153846154
4203,Bailey White,104,2.855769230769231
54986,Sharon Creech,104,3.173076923076923
4870,Beatrix Potter,104,2.7211538461538463
22352,Hannah Howell,103,1.9320388349514563
53584,Ruth Langan,103,1.4466019417475728
41126,Mary Jane Clark,103,2.0970873786407767
33235,Kate William,103,0.7087378640776699
41157,Mary Karr,103,3.0970873786407767
27586,Jeanne Ray,103,3.0388349514563107
46916,Patti Berg,102,1.8235294117647058
6214,Bodie Thoene,102,2.4215686274509802
5423,Better Homes And Gardens,102,3.235294117647059
18341,Eugenia Price,101,1.4059405940594059
17718,Emma Donoghue,101,2.00990099009901
57996,Sylvia Nasar,101,3.0297029702970297
41644,Maureen Child,101,2.3564356435643563
20603,George Eliot,101,2.5247524752475248
37697,Louis De Bernieres,101,2.267326732673267
34608,Kinky Friedman,101,2.6435643564356437
55018,Sharon Kay Penman,101,2.9702970297029703
10059,Christopher Stasheff,101,1.8613861386138615
1751,Amanda Cross,101,1.7722772277227723
28447,Jhumpa Lahiri,101,4.297029702970297
36424,Leslie Glass,101,1.7227722772277227
33336,Katherine Neville,101,2.504950495049505
59538,Tina Wainscott,101,2.217821782178218
53408,Rudyard Kipling,100,2.42
47833,Peter Benchley,100,1.79
56412,Stephen J. Cannell,100,2.14
38318,Lynne Graham,100,1.08
33839,Kazuo Ishiguro,100,2.62
34914,Kyle Mills,100,1.96
4094,Azar Nafisi,100,2.31
18036,Erik Larson,100,3.81
11913,Daniel Silva,100,2.07
24470,Isabel Wolff,100,2.42
5310,Beth Gutcheon,100,1.82
15255,Dorothy Cannell,99,1.7272727272727273
5086,Berke Breathed,99,4.606060606060606
21889,Gregory Mcdonald,99,1.7272727272727273
16267,Edward Abbey,99,3.757575757575758
49709,Raymond Feist,99,2.515151515151515
14585,Dodie Smith,99,3.6363636363636362
63092,Zadie Smith,99,2.515151515151515
9769,Christina Skye,99,1.4242424242424243
1294,Alice Borchardt,99,3.323232323232323
8933,Charles Grant,99,1.606060606060606
12995,David P. Jordan,98,0.7653061224489796
52655,Rohinton Mistry,98,2.0918367346938775
57451,Susan Kearney,98,1.8061224489795917
37157,Lisa Jewell,98,2.836734693877551
6183,Bob Woodward,98,2.3469387755102042
21254,Gina Wilkins,98,1.0714285714285714
45046,Nicci French,98,2.2551020408163267
12726,David J. Pelzer,98,3.438775510204082
33351,Katherine Sutcliffe,98,1.653061224489796
58082,T. H. White,97,2.6391752577319587
26778,Janelle Denison,97,3.2268041237113403
14318,Diane Hoh,97,0.7628865979381443
55321,Sherman Alexie,97,3.88659793814433
7198,C. J. Cherryh,97,3.2783505154639174
24710,J. F. Freedman,97,2.5257731958762886
20259,Gary Zukav,97,2.7422680412371134
212,A.S. Byatt,97,2.1443298969072164
3299,Anthony Bourdain,97,3.7422680412371134
23668,Homer,96,3.9583333333333335
44329,Nan Ryan,96,1.7916666666666667
16230,Edna Buchanan,96,1.7916666666666667
42766,Michael Lee West,96,2.6041666666666665
47625,Peggy Parish,96,2.1041666666666665
30878,John Vornholt,96,2.3333333333333335
1997,Anais Nin,96,3.0625
46977,Paul Auster,96,3.6458333333333335
35708,Laurie Notaro,95,3.8421052631578947
57802,Suzanne Forster,95,1.6210526315789473
58300,Tara Taylor Quinn,95,1.4947368421052631
28292,Jerry Seinfeld,95,2.263157894736842
31146,Jonathan Harr,94,2.1382978723404253
60495,Valerie Tripp,94,2.3617021276595747
8496,Catherine Marshall,94,2.617021276595745
49942,Reginald Hill,94,2.9574468085106385
9507,Chinua Achebe,94,3.797872340425532
10049,Christopher Rice,94,2.617021276595745
19347,Frank Peretti,94,3.1595744680851063
9856,Christine Rimmer,94,1.425531914893617
44449,Nancy Holder,94,1.8617021276595744
15559,Dr Seuss,94,3.734042553191489
21857,Gregory Benford,94,2.5425531914893615
3658,Arnette Lamb,94,0.7127659574468085
25170,Jack L. Chalker,94,2.4361702127659575
48616,Phillip M. Margolin,94,1.872340425531915
56328,Stephen Cosgrove,93,2.6344086021505375
778,Alan Lightman,93,3.3333333333333335
48837,Poppy Z. Brite,93,3.3548387096774195
3911,Arturo Perez-Reverte,93,2.956989247311828
39818,Marilyn Pappano,93,1.4731182795698925
51567,Robert Harris,93,2.4408602150537635
23961,Hunter S. Thompson,93,2.903225806451613
7305,C.J. Cherryh,93,2.2903225806451615
12115,Dava Sobel,93,3.3763440860215055
8213,Carolyn Hart,93,1.989247311827957
21588,Gore Vidal,92,1.9021739130434783
54160,Sandra Dallas,92,3.510869565217391
57156,Sue Margolis,92,1.641304347826087
35088,Lalita Tademy,92,2.7282608695652173
45629,Norman Mailer,92,1.423913043478261
51216,Robert Barnard,92,2.7282608695652173
8059,Carole Matthews,92,2.141304347826087
8586,Cathy Maxwell,92,2.9782608695652173
24577,Iyanla Vanzant,92,2.4456521739130435
19941,Gail Godwin,92,1.608695652173913
29250,Jodi Thomas,92,2.641304347826087
32883,Karen Marie Moning,92,2.760869565217391
58264,Tanith Lee,92,2.3369565217391304
52257,Robertson Davies,91,1.6703296703296704
19430,Franz Kafka,91,3.3956043956043955
1509,Alistair Maclean,91,1.065934065934066
29892,John Dunning,91,2.3956043956043955
28531,Jill Shalvis,91,1.5604395604395604
33614,Kathryn Shay,91,1.8131868131868132
54510,Sarah Waters,91,3.098901098901099
57417,Susan Howatch,91,1.1758241758241759
29155,Joanna Trollope,91,1.7582417582417582
36041,Leif Enger,91,3.4505494505494507
7629,Carla Cassidy,91,1.3626373626373627
54826,Sena Jeter Naslund,91,2.5494505494505493
30025,John Gardner,91,1.8131868131868132
2689,Ann Major,91,1.6483516483516483
46693,Patricia Rice,91,2.2747252747252746
58435,Tennessee Williams,90,3.433333333333333
31044,Jon Hassler,90,2.1444444444444444
33430,Kathleen Eagle,90,2.511111111111111
17305,Elizabeth Wurtzel,90,3.5
51320,Robert Cormier,90,2.9
10592,Colin Dexter,90,2.4
26267,James W. Hall,90,1.1888888888888889
56097,Stef Ann Holm,89,2.3820224719101124
21984,Gustave Flaubert,89,2.393258426966292
32996,Karin Slaughter,89,2.292134831460674
38965,Marc Brown,89,2.932584269662921
3085,Anne Mather,89,0.9775280898876404
31643,Josie Litton,89,2.033707865168539
38001,Lucy Maud Montgomery,89,2.393258426966292
63144,Zilpha Keatley Snyder,89,2.7865168539325844
60435,Val Mcdermid,89,2.561797752808989
17307,Elizabeth Young,89,2.1797752808988764
58340,Taylor Smith,89,2.2134831460674156
8246,Carolyn Parkhurst,88,3.5454545454545454
21673,Graham Greene,88,2.5795454545454546
43034,Michael Teitelbaum,88,1.5113636363636365
25758,James Ellroy,88,3.215909090909091
56284,Stephen Baxter,88,3.0454545454545454
52465,Roddy Doyle,88,2.022727272727273
35710,Laurie Paige,88,1.2840909090909092
26377,Jan Burke,88,2.1363636363636362
15810,E. M. Forster,88,2.3636363636363638
35344,Laura Childs,88,2.9431818181818183
5123,Bernard Cornwell,88,2.1704545454545454
17422,Ellen Raskin,88,3.625
46484,Patricia A. Mckillip,88,2.25
60244,Truman Capote,88,2.2613636363636362
46691,Patricia Reilly Giff,87,1.0689655172413792
42991,Michael Shaara,87,2.586206896551724
41873,Meagan Mckinney,87,1.7241379310344827
17062,Elizabeth George Speare,87,3.1724137931034484
43556,Mildred D. Taylor,87,1.793103448275862
35498,Laura Van Wormer,87,0.9655172413793104
28406,Jessica Steele,87,1.4942528735632183
45154,Nicholson Baker,87,3.2528735632183907
33960,Kelli M. Gary,87,1.4597701149425288
26168,James Rollins,87,2.6436781609195403
42300,Michael A. Stackpole,86,3.104651162790698
22,A. A. Milne,86,3.5232558139534884
3773,"Arthur Conan, Sir Doyle",86,2.7093023255813953
59657,Tom Brokaw,86,2.13953488372093
45689,Nuala O'Faolain,86,2.116279069767442
2095,Andrea Kane,86,1.3372093023255813
28248,Jerry Jenkins,86,3.0930232558139537
13550,Deborah Crombie,86,3.0813953488372094
27564,Jeanne Kalogridis,86,1.7790697674418605
9362,Chelsea Quinn Yarbro,86,3.1744186046511627
10781,Constance O'Day-Flannery,86,1.4651162790697674
37109,Lisa Cach,86,2.2906976744186047
29175,Joanne Fluke,86,2.616279069767442
61382,Walter Farley,86,3.7325581395348837
19654,Frederik Pohl,85,2.2705882352941176
14286,Diane Chamberlain,85,2.1058823529411765
39249,Margaret George,85,2.9411764705882355
11483,Dallas Schulze,85,1.1176470588235294
10047,Christopher Reich,85,2.070588235294118
39455,Margot Dalton,85,1.4705882352941178
52828,Rona Jaffe,85,1.2941176470588236
40178,Mark Helprin,84,2.369047619047619
35503,Laura Wolf,84,3.4166666666666665
3234,Annie Dillard,84,2.75
54556,Saul Bellow,84,1.3095238095238095
33653,Kathy Hepinstall,84,3.5595238095238093
34982,L. M. Montgomery,84,2.9047619047619047
29006,Joan Lowery Nixon,84,2.1547619047619047
5348,Bethany Campbell,84,1.2261904761904763
46869,Patrick Robinson,84,2.2142857142857144
50207,Richard Bachman,84,2.869047619047619
36731,Linda Barnes,84,2.619047619047619
7342,Cait London,84,1.2261904761904763
25858,James Herbert,84,1.5833333333333333
27962,Jennifer Greene,84,1.0476190476190477
31299,Jose Saramago,84,3.2738095238095237
7928,Carol O'Connell,83,3.1204819277108435
59166,Thomas Moore,83,2.253012048192771
27405,Jean Plaidy,83,1.4096385542168675
14656,Don Coldsmith,83,4.867469879518072
61745,Wendy Northcutt,83,3.8795180722891565
57463,Susan Krinard,83,3.2650602409638556
27937,Jennifer Chiaverini,83,3.433734939759036
59189,Thomas Perry,83,3.0240963855421685
8576,Cathy Gillen Thacker,83,1.3734939759036144
3417,Antoine De Saint-Exupã©Ry,83,5.445783132530121
31905,Judith Bowen,83,1.5301204819277108
20072,Garth Nix,83,3.8072289156626504
58983,Thomas Cahill,83,3.5180722891566263
1550,Allan Folsom,83,2.2409638554216866
3799,Arthur Hailey,83,1.5662650602409638
53452,Russell Banks,82,3.268292682926829
28461,Jill Barnett,82,2.0121951219512195
22732,Haruki Murakami,82,3.8536585365853657
39383,Margaret Wise Brown,82,3.8048780487804876
20766,George R.R. Martin,82,3.0365853658536586
28707,Jim Miller,82,1.170731707317073
30322,John Lescroart,82,2.292682926829268
37284,Liz Curtis Higgs,82,3.9146341463414633
6205,Bobby Hutchinson,81,1.4691358024691359
39312,Margaret Mitchell,81,3.876543209876543
40320,Mark Salzman,81,3.246913580246914
37381,Lois Battle,81,2.197530864197531
16915,Elizabeth Adler,81,1.8888888888888888
48051,Peter Jenkins,81,2.2839506172839505
11775,Daniel Defoe,81,2.259259259259259
62683,William W. Johnstone,81,0.5555555555555556
14724,Don Miguel Ruiz,81,3.54320987654321
42367,Michael Blake,81,1.4938271604938271
61735,Wendy Markham,81,2.728395061728395
46682,Patricia Potter,81,1.6419753086419753
55636,Simon Brett,81,2.4074074074074074
17497,Elliott Roosevelt,80,1.975
39655,Marianne Williamson,80,2.8125
22007,Guy Gavriel Kay,80,3.8125
12489,David Drake,80,2.3125
31163,Jonathan Lethem,80,2.4
9278,Charlotte Hughes,80,1.8375
45504,Norah Hess,80,1.6875
49167,R.A. Salvatore,80,2.4625
49754,Reader'S Digest,80,4.2625
17182,Elizabeth Marshall Thomas,80,2.45
10301,Clare Naylor,80,2.125
4874,Bebe Moore Campbell,80,1.9
43886,Molly Ivins,80,3.025
46597,Patricia Highsmith,79,2.6455696202531644
32332,Julian May,79,3.4177215189873418
37544,Lori Copeland,79,1.6708860759493671
55475,Shirley Rousseau Murphy,79,2.3544303797468356
39402,Margery Allingham,79,3.911392405063291
10859,Cornelia Funke,79,3.5443037974683542
21570,Gordon R. Dickson,79,2.4430379746835444
29989,John Fowles,79,1.7974683544303798
48193,Peter Robinson,79,2.0632911392405062
17903,Eric Lustbader,79,1.5063291139240507
38139,Lynda Curnyn,79,2.0
39573,Marian Babson,79,1.3670886075949367
16963,Elizabeth Buchan,79,3.050632911392405
31953,Judith Guest,79,2.3037974683544302
31603,Josh Mcdowell,78,2.551282051282051
6193,Bobbi Smith,78,1.6666666666666667
46456,Pat Warren,78,1.3846153846153846
35414,Laura Kinsale,78,2.3333333333333335
1665,Allison Pearson,78,2.769230769230769
60114,Tracy Kidder,78,1.9615384615384615
15517,Douglas Niles,78,2.5128205128205128
17997,Erica Jong,78,2.371794871794872
53353,Roz Denny Fox,78,2.1923076923076925
55062,Sharon Shinn,78,4.205128205128205
26606,Jane Haddam,78,2.282051282051282
10779,Constance O'Banyon,78,2.628205128205128
46696,Patricia Rosemoor,78,0.8717948717948718
28379,Jessica Fletcher,78,1.7179487179487178
56813,Steven Brust,78,4.012820512820513
3772,Arthur Conan Doyle,78,2.858974358974359
52411,Robyn Donald,78,1.0
41803,Maxine Hong Kingston,78,2.5
19971,Gail Sheehy,78,1.3717948717948718
50658,Richard Peck,77,1.974025974025974
27929,Jennifer Belle,77,2.5584415584415585
35683,Laurie Halse Anderson,77,4.116883116883117
45733,Octavia E. Butler,77,3.857142857142857
22664,Harry Kemelman,77,2.3766233766233764
12547,David Feldman,77,3.0779220779220777
31590,Josephine Tey,77,2.8701298701298703
22470,Harold Coyle,77,0.8051948051948052
2269,Andrew Morton,77,1.9610389610389611
19724,Fyodor Dostoyevsky,77,4.0519480519480515
10220,Claire Cook,77,2.4935064935064934
52409,Robyn Carr,77,2.4415584415584415
61853,Wilbur Smith,77,2.3636363636363638
42490,Michael Dorris,77,1.8311688311688312
42836,Michael Moorcock,76,2.6447368421052633
45675,Norton Juster,76,4.578947368421052
6243,Bonnie Bryant,76,0.5
56450,Stephen L. Carter,76,2.486842105263158
20031,Gardner Dozois,76,3.1315789473684212
48790,Plato,76,3.210526315789474
56318,Stephen Chbosky,76,5.592105263157895
35426,Laura Lippman,76,3.289473684210526
25298,Jackie Merritt,76,1.105263157894737
61100,Vladimir Nabokov,76,3.986842105263158
32418,Julie Kenner,76,2.460526315789474
54214,Sandra Marton,76,1.236842105263158
43006,Michael Slade,76,2.1184210526315788
59332,Tim Dorsey,76,1.9078947368421053
42098,Melody Beattie,76,3.013157894736842
