,Decade-Of-Publication,Book-Rating
6863,2000,7
6866,2000,6
6870,2000,9
6873,2000,8
6876,2000,8
6879,2000,8
6880,2000,8
6881,2000,7
6883,2000,9
6887,2000,10
6889,2000,8
6891,2000,8
6894,2000,9
6895,2000,7
6896,2000,8
6899,2000,10
6911,2000,10
6912,2000,6
6913,2000,8
6914,2000,9
6915,2000,7
6919,2000,10
6921,2000,9
6929,2000,10
6932,2000,9
6937,2000,8
6939,2000,9
6947,2000,10
6950,2000,8
6952,2000,8
6955,2000,7
6958,2000,6
6960,2000,8
6961,2000,7
6966,2000,8
6970,2000,7
6973,2000,8
6974,2000,10
6975,2000,8
6976,2000,6
6978,2000,9
6981,2000,9
6985,2000,10
6989,2000,6
6998,2000,2
7001,2000,6
7004,2000,7
7007,2000,9
7011,2000,6
7014,2000,5
7017,2000,9
7021,2000,9
7026,2000,9
7029,2000,10
7030,2000,10
7031,2000,8
7032,2000,7
7037,2000,10
7038,2000,8
7039,2000,10
7041,2000,10
7043,2000,8
7044,2000,7
7045,2000,8
7046,2000,9
7048,2000,9
7050,2000,8
7051,2000,8
7055,2000,10
7057,2000,8
7064,2000,9
7065,2000,8
7067,2000,9
7068,2000,9
7071,2000,8
7074,2000,10
7075,2000,8
7078,2000,9
7079,2000,8
7083,2000,7
7084,2000,9
7087,2000,9
7088,2000,8
7089,2000,8
7090,2000,8
7091,2000,5
7093,2000,7
7096,2000,10
7097,2000,10
7102,2000,9
7103,2000,8
7105,2000,10
7107,2000,6
7110,2000,8
7116,2000,7
7118,2000,6
7122,2000,10
7125,2000,9
7127,2000,8
7128,2000,8
7130,2000,7
7135,2000,9
7138,2000,9
7139,2000,7
7141,2000,10
7142,2000,7
7145,2000,9
7148,2000,9
7150,2000,7
7156,2000,8
7158,2000,9
7182,2000,9
7184,2000,10
7186,2000,8
7187,2000,6
7190,2000,9
7192,2000,8
7193,2000,9
7194,2000,7
7195,2000,8
7196,2000,7
7197,2000,6
7198,2000,5
7202,2000,6
7204,2000,7
7206,2000,7
7207,2000,8
7209,2000,10
7212,2000,6
7214,2000,7
7219,2000,9
7223,2000,7
7224,2000,10
7225,2000,7
7226,2000,8
7227,2000,9
7235,2000,10
7236,2000,10
7241,2000,7
7242,2000,10
7244,2000,8
7245,2000,8
7248,2000,10
7251,2000,9
7253,2000,10
7254,2000,9
7255,2000,10
7260,2000,8
7271,2000,8
7272,2000,7
7278,2000,9
7279,2000,7
7282,2000,7
7286,2000,7
7294,2000,10
7300,2000,7
7307,2000,10
7309,1990,10
7310,1990,9
7319,1990,8
7323,1990,9
7330,1990,7
7336,1990,9
7338,1990,8
7344,1990,9
7352,1990,8
7359,1990,10
7360,1990,9
7365,2000,6
7377,2000,7
7379,2000,8
7380,2000,6
7385,2000,10
7387,2000,2
7388,2000,9
7390,2000,7
7392,2000,9
7393,2000,8
7395,2000,5
7397,2000,7
7400,2000,3
7402,2000,8
7406,2000,8
7408,2000,9
7409,2000,8
7412,2000,7
7413,2000,7
7421,2000,8
7422,2000,5
7426,2000,7
7430,2000,8
7435,2000,8
7446,2000,7
7450,2000,8
7451,2000,7
7456,2000,10
7459,2000,9
7463,2000,8
7464,2000,8
7468,2000,5
7470,2000,7
7474,2000,7
7476,2000,8
7479,2000,7
7485,2000,2
7486,2000,8
7490,2000,10
7492,2000,6
7496,2000,9
7502,2000,6
7504,2000,9
7506,2000,10
7507,2000,6
7509,2000,4
7510,2000,9
7511,2000,9
7513,2000,5
7516,2000,7
7518,2000,10
7523,2000,5
7527,2000,8
7528,2000,10
7532,2000,10
7536,2000,9
7538,2000,9
7544,2000,8
7548,2000,9
7552,2000,10
7553,2000,7
7554,2000,8
7557,2000,8
7565,2000,3
7566,2000,10
7575,2000,6
7578,2000,7
7593,2000,7
7599,2000,8
7609,2000,8
7610,2000,10
7616,2000,9
7618,2000,8
7623,2000,7
7632,2000,8
7637,2000,8
7639,2000,8
7641,2000,7
7645,2000,6
7657,1990,7
7658,1990,8
7668,1990,6
7669,1990,9
7672,1990,9
7673,1990,8
7676,1990,7
7678,1990,4
7680,1990,9
7684,1990,10
7685,1990,7
7686,1990,9
7687,1990,10
7689,1990,10
7690,1990,5
7694,1990,9
7695,1990,8
7696,1990,7
7698,1990,10
7701,1990,10
7708,1990,10
7710,1990,8
7713,1990,9
7714,1990,3
7715,1990,8
7721,1990,7
7731,1990,9
7732,1990,7
7734,1990,10
7739,1990,7
7740,1990,8
7741,1990,8
7745,1990,7
7748,1990,10
7751,1990,5
7752,1990,5
7755,1990,9
7759,1990,6
7760,1990,7
7766,1990,8
7767,1990,6
7771,1990,10
7776,1990,7
7777,1990,10
7789,1990,7
7790,1990,8
7794,1990,7
7803,1990,7
7813,1990,5
7816,1990,10
7817,1990,7
7819,1990,8
7824,1990,6
7827,1990,8
7829,1990,8
7831,1990,6
7838,1990,7
7839,1990,7
7842,1990,8
7843,1990,5
7847,1990,8
7848,1990,8
7852,1990,8
7854,1990,8
7856,1990,9
7863,1990,7
7866,1990,6
7873,1990,7
7874,1990,8
7879,1990,9
7883,1990,6
7886,1990,8
7889,1990,10
7895,1990,9
7897,1990,10
7902,1990,7
7904,1990,8
7905,1990,5
7907,1990,10
7908,1990,8
7922,1990,8
7932,1990,3
7937,1990,8
7941,1990,10
7942,1990,10
7947,1990,8
7951,1990,3
7952,1990,10
7955,1990,8
7957,1990,7
7959,1990,10
7967,1990,8
7968,1990,8
7972,1990,6
7973,1990,5
7975,1990,8
7977,1990,8
7980,1990,5
7981,1990,7
7982,1990,7
7983,1990,5
7987,1990,6
7991,1990,8
7994,1990,9
7996,1990,7
8002,1990,9
8005,1990,10
8006,1990,8
8007,1990,7
8013,1990,10
8014,1990,8
8015,1990,7
8016,1990,8
8017,1990,9
8018,1990,10
8019,1990,10
8027,1990,7
8030,1990,9
8031,1990,8
8033,1990,7
8040,1990,2
8041,1990,10
8045,1990,9
8048,1990,6
8054,1990,8
8060,1990,5
8062,1990,4
8067,1990,8
8069,1990,8
8073,1990,10
8074,1990,8
8077,1990,7
8080,1990,8
8090,1990,7
8095,1990,9
8099,1990,7
8100,1990,6
8108,1990,9
8115,1990,8
8118,1990,5
8123,1990,8
8125,2000,7
8127,2000,10
8128,2000,10
8133,2000,9
8143,2000,7
8145,2000,10
8146,2000,5
8154,2000,7
8157,2000,5
8159,2000,9
8169,2000,8
8178,2000,9
8183,2000,9
8192,2000,8
8203,2000,6
8216,2000,8
8232,2000,8
8233,2000,8
8235,2000,8
8249,2000,7
8263,2000,5
8267,2000,9
8272,1990,9
8282,1990,10
8288,1990,6
8289,1990,7
8301,1990,8
8313,1990,5
8320,1990,7
8325,1990,6
8336,2000,10
8350,2000,6
8353,2000,9
8356,2000,3
8358,2000,8
8362,2000,7
8363,2000,9
8366,2000,7
8368,2000,7
8385,2000,10
8387,2000,10
8390,2000,10
8395,2000,8
8402,2000,6
8404,2000,8
8408,2000,10
8414,2000,9
8415,2000,9
8417,2000,1
8418,2000,9
8420,2000,8
8432,2000,8
8434,2000,9
8440,2000,5
8443,2000,5
8444,2000,9
8447,2000,10
8454,2000,4
8455,2000,10
8457,2000,6
8460,1990,10
8461,1990,9
8463,1990,8
8464,1990,3
8466,1990,10
8467,1990,10
8469,1990,9
8471,1990,10
8472,1990,7
8476,1990,8
8484,1990,8
8490,1990,7
8495,1990,10
8496,1990,10
8499,1990,8
8500,1990,8
8503,1990,10
8515,1990,10
8516,1990,7
8517,1990,5
8518,1990,9
8519,1990,7
8520,1990,7
8521,1990,5
8525,1990,9
8526,1990,8
8527,1990,9
8528,1990,8
8530,1990,7
8532,1990,5
8533,1990,10
8538,1990,9
8540,1990,7
8543,1990,6
8544,1990,6
8546,1990,5
8547,1990,8
8548,1990,6
8553,2000,5
8559,2000,9
8561,2000,8
8562,2000,9
8563,2000,7
8564,2000,8
8567,2000,8
8568,2000,8
8572,2000,8
8575,2000,8
8586,1980,5
8587,1980,7
8588,1980,7
8589,1980,10
8596,2000,8
8602,1990,1
8607,2000,8
8612,2000,6
8614,2000,7
8615,2000,10
8618,2000,8
8620,1990,8
8629,1990,9
8631,1990,4
8634,1990,6
8636,1990,7
8641,1990,7
8645,1990,5
8647,1990,9
8649,1990,4
8651,1990,5
8652,1990,9
8661,1990,6
8663,1990,9
8668,1990,8
8676,2000,8
8677,2000,9
8684,2000,7
8686,2000,5
8688,2000,8
8690,2000,8
8695,2000,10
8699,2000,5
8702,2000,4
8703,2000,5
8704,2000,8
8705,2000,9
8706,2000,8
8710,2000,9
8712,2000,10
8717,2000,7
8724,2000,10
8725,2000,10
8731,2000,7
8750,1980,8
8754,1980,8
8760,1980,9
8765,1980,10
8767,1980,8
8769,1980,8
8770,1980,10
8771,1980,7
8782,2000,7
8784,2000,9
8791,2000,9
8793,2000,8
8803,2000,7
8805,2000,10
8807,2000,7
8810,2000,8
8811,2000,9
8812,2000,8
8822,2000,10
8824,2000,8
8832,1990,9
8834,1990,8
8835,1990,10
8841,1990,10
8845,1990,10
8846,1990,8
8847,1990,7
8848,1990,8
8851,1990,5
8857,2000,10
8861,2000,8
8868,2000,9
8872,2000,8
8881,2000,9
8882,2000,6
8883,2000,8
8888,2000,8
8891,2000,9
8893,2000,6
8901,2000,7
8905,1990,7
8912,1990,8
8914,1990,8
8917,1990,8
8919,1990,10
8924,2000,5
8929,1990,9
8930,1990,8
8933,1990,7
8934,1990,7
8936,1990,7
8937,1990,8
8939,1990,7
8942,1990,7
8944,1990,7
8947,1990,10
8952,1980,10
8953,1980,8
8958,1980,9
8963,1980,9
8968,1980,9
8969,1980,8
8971,1980,9
8973,1980,8
8979,1980,9
8985,1980,10
8987,1980,9
8992,1980,9
8996,1980,9
8999,1980,5
9001,1980,9
9004,1980,8
9007,1980,8
9009,1980,8
9025,1980,9
9026,1980,7
9029,1980,6
9030,1980,7
9032,1980,7
9038,1980,9
9040,1980,10
9041,1980,7
9044,1980,8
9049,1980,10
9050,1980,9
9053,1980,7
9057,1980,6
9058,1980,8
9059,1980,7
9066,1980,10
9068,1980,8
9069,1980,7
9073,1980,10
9074,1980,10
9075,1980,8
9080,1980,9
9089,1980,10
9092,1980,7
9095,1980,9
9099,1980,9
9103,1980,9
9106,1980,5
9107,1980,10
9115,1980,9
9116,1980,9
9121,1980,7
9122,1980,9
9132,1980,9
9136,1980,10
9142,1980,7
9143,1980,10
9149,1980,9
9150,1980,8
9162,1990,8
9168,1990,9
9169,1990,7
9170,1990,5
9173,1990,7
9186,1990,10
9188,1990,5
9192,1990,10
9195,1990,7
9206,1990,8
9210,1990,3
9212,1990,7
9213,1990,8
9217,1990,9
9220,1990,7
9223,1990,9
9225,1990,8
9231,1990,10
9238,1990,9
9240,1990,8
9241,1990,9
9249,1990,5
9256,1990,5
9259,1990,10
9260,1990,4
9261,1990,10
9265,1990,8
9275,1990,7
9278,1990,9
9282,1990,10
9283,1990,9
9285,1990,10
9292,1990,7
9293,1990,5
9296,1990,9
9297,1990,10
9302,1990,9
9303,1990,5
9307,1990,7
9315,1990,7
9331,1990,5
9333,1990,8
9337,1990,6
9338,1990,9
9343,1990,7
9348,1990,9
9352,1990,7
9357,1990,7
9358,1990,5
9359,1990,4
9363,1990,5
9371,1990,4
9373,1990,10
9377,1990,5
9383,1990,5
9390,1990,8
9393,1990,8
9397,1990,9
9399,1990,10
9400,1990,9
9401,1990,10
9404,1990,9
9406,1990,10
9408,1990,8
9414,2000,8
9415,2000,10
9416,2000,10
9420,2000,8
9422,2000,8
9430,2000,5
9433,2000,7
9434,2000,5
9447,2000,9
9455,2000,9
9456,2000,9
9466,2000,5
9467,2000,7
9469,2000,10
9471,2000,9
9474,2000,10
9478,2000,5
9479,2000,9
9480,2000,6
9485,2000,5
9486,2000,9
9490,2000,10
9493,2000,9
9495,2000,9
9500,2000,9
9501,2000,10
9502,2000,10
9511,2000,5
9516,2000,10
9517,2000,9
9525,2000,10
9527,2000,9
9529,2000,8
9533,2000,8
9538,2000,9
9539,2000,5
9541,2000,10
9543,2000,8
9550,2000,7
9551,2000,10
9554,2000,10
9556,2000,9
9558,2000,10
9559,2000,8
9561,2000,7
9565,2000,9
9566,2000,8
9571,2000,8
9572,2000,9
9573,2000,10
9576,2000,9
9578,2000,10
9581,2000,8
9582,2000,10
9586,2000,8
9588,2000,10
9590,2000,10
9593,2000,8
9597,2000,9
9599,2000,8
9602,2000,10
9604,2000,9
9605,2000,9
9606,2000,8
9612,2000,8
9613,2000,10
9614,2000,9
9616,2000,8
9618,2000,9
9622,2000,7
9624,2000,7
9626,2000,8
9629,2000,7
9634,1990,6
9639,1990,8
9641,1990,9
9648,1990,9
9652,1990,9
9654,1990,3
9656,1990,8
9660,1990,5
9662,1990,8
9665,1990,10
9670,1990,8
9672,1990,7
9674,1990,5
9675,1990,8
9676,1990,6
9678,1990,9
9682,1990,7
9683,1990,9
9686,1990,8
9687,1990,9
9697,1990,10
9698,1990,10
9699,1990,8
9703,1990,6
9706,1990,7
9708,1990,6
9710,1990,9
9715,1990,8
9717,1990,10
9718,1990,9
9719,1990,8
9721,1990,10
9724,1990,7
9728,1990,4
9731,1990,7
9734,1990,8
9736,1990,6
9739,1990,8
9740,1990,5
9741,1990,10
9748,1990,5
9752,1990,7
9754,1990,5
9757,1990,7
9758,1990,6
9765,1990,9
9770,1990,9
9771,1990,7
9775,1990,8
9776,1990,10
9777,1990,9
9778,1990,8
9781,1990,7
9783,1990,6
9784,1990,8
9786,1990,10
9792,1990,8
9795,1990,8
9800,1990,9
9813,1990,6
9816,1990,6
9825,1990,9
9826,1990,9
9830,1990,7
9831,1990,9
9844,1990,10
9845,1990,7
9852,1990,10
9853,1990,8
9855,1990,8
9856,1990,5
9865,1990,7
9873,1990,5
9874,1990,8
9875,1990,10
9878,1990,7
9898,1990,6
9899,1990,5
9905,1990,7
9906,1990,8
9908,1990,9
9911,1990,9
9915,1990,8
9920,1990,10
9921,1990,8
9928,1990,8
9929,1990,8
9933,1990,10
9935,1990,9
9937,1990,7
9938,1990,6
9939,1990,7
9943,1990,7
9949,1990,9
9951,1990,10
9956,1990,10
9957,1990,9
9961,1990,7
9964,1990,10
9967,1990,8
9973,1990,8
9974,1990,8
9976,1990,9
9977,1990,7
9979,1990,7
9981,1990,4
9987,1990,10
9990,1990,5
9991,1990,8
9994,1990,4
9998,1990,7
10000,1990,8
10002,1990,9
10014,1990,5
10016,1990,10
10020,1990,8
10024,1990,8
10029,1990,8
10030,1990,7
10035,1990,10
10037,1990,7
10038,1990,8
10039,1990,10
10043,1990,10
10045,1990,8
10046,1990,5
10048,1990,9
10056,1990,9
10057,1990,8
10060,1990,7
10061,1990,8
10068,1990,6
10070,1990,8
10071,1990,9
10072,1990,6
10076,2000,9
10079,2000,9
10080,2000,9
10088,2000,10
10090,2000,7
10091,2000,9
10094,2000,10
10095,2000,9
10098,2000,8
10101,2000,5
10106,2000,4
10107,2000,10
10111,2000,9
10112,2000,9
10113,2000,7
10115,2000,10
10116,2000,9
10118,2000,7
10121,2000,5
10124,2000,9
10125,2000,9
10128,2000,5
10131,2000,9
10134,2000,8
10135,2000,5
10136,2000,5
10140,2000,8
10141,2000,8
10146,2000,9
10148,2000,9
10155,2000,7
10161,2000,8
10162,2000,5
10165,2000,10
10166,2000,10
10171,2000,10
10173,2000,8
10174,2000,7
10175,2000,4
10180,2000,8
10183,2000,7
10186,2000,10
10187,2000,3
10188,2000,7
10189,2000,10
10191,2000,9
10193,2000,7
10196,2000,10
10197,2000,9
10198,2000,8
10207,2000,7
10208,2000,10
10210,2000,10
10213,2000,10
10215,2000,8
10216,2000,9
10220,2000,8
10223,2000,8
10224,2000,9
10226,2000,7
10227,2000,6
10228,2000,10
10229,2000,9
10234,2000,10
10237,2000,7
10238,2000,9
10240,2000,6
10247,2000,9
10252,2000,10
10255,2000,7
10256,2000,5
10257,2000,8
10259,2000,9
10263,2000,7
10264,2000,9
10267,2000,9
10273,2000,10
10274,2000,7
10279,2000,8
10281,2000,10
10284,2000,9
10294,2000,9
10295,2000,7
10298,2000,8
10299,2000,10
10300,2000,10
10304,2000,9
10305,2000,6
10306,2000,9
10308,2000,8
10310,2000,7
10312,2000,9
10313,2000,8
10314,2000,9
10319,2000,7
10321,2000,8
10323,2000,10
10324,2000,8
10326,2000,8
10327,2000,9
10330,2000,10
10333,2000,10
10337,2000,8
10339,2000,6
10341,2000,10
10343,2000,8
10344,2000,7
10345,2000,6
10347,2000,7
10351,2000,10
10352,2000,10
10363,2000,9
10364,2000,9
10365,2000,8
10370,2000,7
10371,2000,9
10374,2000,9
10375,2000,10
10376,2000,8
10379,2000,8
10381,2000,10
10383,2000,9
10384,2000,9
10392,2000,10
10395,2000,10
10397,2000,7
10403,2000,6
10404,2000,6
10408,2000,8
10409,2000,7
10411,2000,6
10419,2000,7
10423,2000,4
10428,2000,9
10434,2000,10
10435,2000,10
10442,2000,10
10444,2000,9
10445,2000,8
10446,2000,9
10447,2000,5
10449,2000,8
10451,2000,10
10457,2000,2
10459,2000,9
10462,2000,7
10463,2000,10
10464,2000,10
10465,2000,8
10467,2000,8
10470,2000,8
10479,2000,10
10481,2000,7
10485,2000,10
10486,2000,9
10489,2000,9
10501,2000,9
10504,2000,9
10511,2000,10
10512,2000,9
10514,2000,10
10522,2000,7
10523,2000,6
10528,2000,8
10529,2000,8
10530,2000,8
10531,2000,9
10533,2000,10
10545,2000,9
10546,2000,8
10548,2000,8
10553,2000,9
10555,2000,5
10556,2000,8
10557,2000,5
10558,2000,10
10560,2000,8
10562,2000,8
10563,2000,4
10564,2000,8
10568,2000,7
10576,2000,7
10583,2000,8
10584,2000,6
10585,2000,8
10586,2000,8
10589,2000,8
10592,2000,10
10593,2000,8
10594,2000,7
10596,2000,10
10606,2000,9
10616,2000,8
10617,2000,6
10618,2000,6
10620,2000,5
10625,2000,8
10627,2000,10
10631,2000,8
10633,2000,7
10639,2000,9
10643,2000,10
10644,2000,7
10649,2000,10
10652,2000,8
10654,2000,10
10656,2000,8
10657,2000,7
10659,2000,10
10660,2000,10
10662,2000,7
10664,2000,10
10665,2000,9
10670,2000,9
10672,2000,10
10676,2000,7
10680,2000,10
10685,2000,8
10686,2000,6
10687,2000,9
10690,2000,7
10691,2000,10
10692,2000,9
10694,2000,8
10695,2000,10
10696,2000,8
10697,2000,8
10701,2000,7
10704,2000,5
10707,2000,7
10710,2000,8
10711,2000,7
10712,2000,8
10713,2000,10
10717,2000,8
10719,2000,8
10721,2000,8
10726,2000,8
10728,2000,10
10730,2000,9
10732,2000,7
10736,2000,9
10737,2000,8
10739,2000,10
10740,2000,9
10744,2000,5
10748,2000,6
10752,2000,8
10753,2000,8
10754,2000,9
10757,2000,9
10758,2000,7
10762,2000,7
10764,2000,8
10765,2000,7
10767,2000,10
10768,2000,7
10771,2000,9
10772,2000,9
10775,2000,7
10778,2000,8
10779,2000,6
10781,2000,8
10782,2000,7
10784,2000,5
10787,2000,7
10788,2000,9
10790,2000,8
10795,2000,7
10800,2000,10
10802,2000,10
10805,2000,9
10808,2000,10
10809,2000,7
10816,2000,10
10817,2000,9
10818,2000,8
10823,2000,9
10824,2000,8
10828,2000,9
10831,2000,7
10834,2000,8
10836,2000,8
10838,2000,9
10839,2000,8
10840,2000,8
10848,2000,9
10849,2000,8
10852,2000,10
10853,2000,9
10858,2000,8
10862,2000,7
10865,2000,9
10867,2000,7
10868,2000,7
10870,2000,8
10873,2000,5
10874,2000,9
10875,2000,10
10876,2000,9
10878,2000,5
10879,2000,10
10880,2000,9
10885,2000,5
10888,2000,8
10894,2000,8
10898,2000,9
10903,2000,5
10906,2000,8
10917,2000,7
10921,2000,5
10923,2000,7
10929,2000,9
10931,2000,8
10933,2000,7
10934,2000,9
10935,2000,10
10939,2000,10
10942,2000,5
10944,2000,10
10947,2000,9
10949,2000,7
10951,2000,10
10955,2000,8
10956,2000,6
10958,2000,10
10960,2000,9
10962,2000,8
10966,2000,7
10967,2000,8
10981,2000,9
10988,2000,9
10993,2000,9
10994,2000,9
10995,2000,8
10997,2000,8
10999,2000,9
11002,2000,8
11003,2000,8
11005,2000,9
11006,2000,9
11011,2000,7
11015,2000,9
11016,2000,9
11020,2000,9
11025,2000,7
11030,2000,9
11031,2000,9
11032,2000,7
11034,2000,9
11035,2000,7
11037,2000,7
11042,2000,10
11048,2000,10
11050,2000,10
11051,2000,7
11052,2000,10
11054,2000,9
11056,2000,9
11057,2000,9
11059,2000,10
11060,2000,8
11062,2000,8
11064,2000,7
11068,2000,10
11071,2000,7
11077,2000,8
11080,2000,9
11082,2000,8
11086,2000,8
11088,2000,10
11093,2000,10
11097,2000,10
11100,2000,9
11101,2000,10
11102,2000,5
11105,2000,8
11107,2000,9
11110,2000,7
11114,2000,7
11115,2000,7
11119,2000,10
11121,2000,5
11125,2000,6
11127,2000,10
11130,2000,10
11131,2000,9
11133,2000,9
11137,2000,5
11138,2000,7
11143,2000,8
11145,2000,9
11146,2000,10
11148,2000,10
11149,2000,5
11154,2000,9
11158,2000,10
11159,2000,9
11164,2000,9
11166,2000,10
11168,2000,9
11170,2000,9
11171,2000,8
11181,2000,7
11182,2000,10
11188,2000,10
11190,2000,8
11206,2000,8
11210,2000,8
11211,2000,10
11214,2000,10
11215,2000,9
11217,2000,8
11220,2000,9
11224,2000,10
11226,2000,8
11228,2000,5
11234,2000,8
11237,2000,10
11247,2000,10
11251,2000,9
11255,2000,8
11268,2000,8
11269,2000,7
11274,2000,9
11277,2000,7
11278,2000,10
11281,2000,7
11282,2000,8
11285,2000,5
11289,2000,8
11291,2000,6
11293,2000,10
11295,2000,9
11301,2000,7
11305,2000,10
11307,2000,8
11308,2000,10
11310,2000,10
11313,2000,9
11316,2000,9
11319,2000,10
11322,2000,6
11324,2000,8
11326,2000,7
11327,2000,9
11330,2000,6
11331,2000,9
11335,2000,9
11344,2000,7
11345,2000,10
11346,2000,8
11348,2000,8
11349,2000,9
11350,2000,7
11351,2000,7
11352,2000,7
11354,2000,10
11356,2000,7
11357,2000,10
11358,2000,9
11362,2000,7
11364,2000,10
11377,2000,10
11380,2000,7
11381,2000,10
11382,2000,8
11387,2000,8
11388,2000,8
11391,2000,9
11394,2000,8
11400,2000,9
11403,2000,9
11409,2000,10
11410,2000,10
11412,2000,9
11414,2000,5
11415,2000,10
11419,2000,9
11420,2000,10
11426,2000,6
11429,2000,7
11431,2000,5
11433,2000,9
11437,2000,9
11439,2000,9
11442,2000,9
11445,2000,10
11450,2000,10
11452,2000,9
11453,2000,8
11454,2000,8
11456,2000,8
11459,2000,9
11462,2000,7
11465,2000,8
11468,2000,9
11469,2000,4
11472,2000,2
11474,2000,9
11478,2000,7
11483,2000,8
11485,1990,5
11495,1990,10
11508,1990,9
11513,1990,7
11518,1990,8
11520,1990,7
11523,1990,8
11529,1990,5
11533,1990,8
11536,1990,8
11538,1990,9
11542,1990,7
11543,1990,7
11546,1990,7
11547,1990,7
11548,1990,7
11549,1990,5
11552,1990,8
11556,1990,7
11561,1990,6
11565,1990,5
11568,1990,5
11572,1990,5
11577,1990,7
11578,1990,5
11580,1990,5
11582,1990,8
11590,1990,8
11592,1990,7
11595,1990,7
11596,1990,9
11599,1990,6
11605,1990,10
11611,1990,8
11616,1990,5
11619,1990,4
11629,1990,7
11646,1990,6
11652,1990,8
11659,1990,6
11661,1990,8
11668,1990,5
11680,1990,5
11689,1990,5
11695,1990,8
11696,1990,7
11698,1990,10
11704,1990,6
11709,1990,7
11718,1990,5
11722,1990,9
11730,1990,6
11731,1990,8
11735,1990,7
11740,1990,9
11742,1990,6
11743,1990,8
11744,1990,10
11753,1990,5
11756,1990,9
11763,1990,6
11764,1990,6
11768,1990,7
11769,1990,8
11770,1990,8
11771,1990,7
11773,1990,9
11774,1990,8
11784,1990,8
11804,1990,8
11809,1990,6
11810,1990,9
11812,1990,6
11813,1990,4
11815,1990,7
11817,1990,8
11822,1990,5
11827,1990,7
11829,1990,9
11832,1990,8
11834,1990,7
11840,1990,10
11841,1990,7
11843,1990,9
11844,1990,7
11849,1990,7
11854,1990,8
11855,1990,9
11862,1990,7
11863,1990,9
11876,1990,8
11878,1990,7
11889,1990,8
11890,1990,8
11898,1990,9
11901,1990,9
11904,2000,9
11917,2000,9
11921,2000,8
11931,2000,5
11935,2000,8
11937,2000,5
11938,2000,10
11941,2000,10
11945,2000,8
11953,1990,9
11960,1990,7
11961,1990,7
11963,1990,8
11968,1990,10
11972,1990,9
11975,1990,10
11982,1990,9
11990,1990,10
11991,1990,10
11992,1990,5
11993,1990,5
11997,1990,10
12001,1990,9
12012,1990,5
12019,1990,10
12020,1990,8
12025,1990,8
12026,1990,10
12027,1990,10
12034,1990,5
12035,1990,10
12036,1990,6
12037,1990,5
12042,1990,7
12044,1990,8
12048,1990,9
12050,1990,10
12054,1990,10
12055,1990,7
12057,1990,10
12060,1990,8
12061,1990,10
12066,1990,7
12068,1990,10
12069,1990,6
12076,1990,8
12077,1990,10
12085,2000,9
12086,2000,10
12092,2000,8
12098,2000,7
12110,2000,9
12113,2000,8
12116,2000,7
12118,2000,8
12119,2000,8
12122,2000,8
12129,2000,8
12131,2000,8
12142,2000,7
12143,2000,8
12145,2000,8
12148,2000,10
12149,2000,7
12150,2000,7
12151,2000,7
12155,2000,8
12158,2000,6
12161,2000,10
12162,2000,7
12168,2000,7
12171,2000,8
12174,2000,6
12185,2000,7
12197,2000,7
12199,2000,5
12203,2000,10
12204,2000,8
12205,2000,8
12206,2000,10
12207,2000,9
12211,2000,5
12218,2000,5
12226,2000,7
12230,2000,6
12241,2000,9
12243,2000,9
12249,2000,9
12251,2000,7
12259,2000,8
12260,2000,8
12261,2000,8
12263,2000,9
12267,2000,7
12273,2000,10
12277,2000,6
12279,2000,9
12285,2000,5
12295,2000,4
12296,2000,9
12298,2000,9
12303,2000,9
12304,2000,10
12305,2000,8
12309,2000,8
12311,2000,6
12320,2000,8
12321,2000,5
12324,2000,5
12326,2000,8
12327,2000,5
12329,2000,3
12331,2000,6
12333,2000,7
12336,2000,9
12337,2000,8
12338,2000,9
12350,2000,9
12351,2000,10
12352,2000,6
12363,2000,8
12364,2000,9
12371,2000,7
12376,2000,4
12380,2000,6
12381,2000,9
12382,2000,7
12384,2000,8
12385,2000,9
12386,2000,8
12387,2000,8
12388,2000,8
12392,2000,8
12399,2000,8
12406,2000,8
12411,2000,8
12413,2000,7
12415,2000,8
12417,2000,7
12420,2000,8
12429,2000,7
12431,2000,9
12444,2000,7
12446,2000,9
12449,2000,8
12465,2000,7
12475,2000,8
12478,2000,8
12483,2000,5
12487,2000,8
12492,2000,10
12493,2000,9
12499,2000,8
12500,2000,6
12514,2000,6
12520,2000,8
12527,2000,6
12528,2000,6
12531,2000,9
12534,2000,7
12540,2000,5
12543,2000,6
12545,2000,8
12552,2000,5
12560,2000,7
12561,2000,7
12567,2000,2
12569,2000,7
12570,2000,7
12572,2000,6
12573,2000,8
12576,2000,8
12585,2000,8
12588,2000,9
12596,2000,8
12610,2000,7
12615,2000,8
12617,2000,10
12619,2000,7
12620,2000,8
12623,2000,9
12628,2000,5
12633,2000,8
12635,2000,7
12636,2000,4
12640,2000,9
12645,2000,9
12647,2000,7
12656,2000,8
12657,2000,7
12658,2000,7
12669,2000,6
12672,2000,8
12675,1990,1
12677,1990,7
12681,1990,7
12695,1990,10
12698,1990,3
12707,1990,10
12708,1990,7
12712,1990,8
12714,1990,9
12717,1990,10
12726,1990,8
12729,1990,8
12732,1990,10
12744,1990,8
12745,1990,10
12746,1990,9
12750,1990,8
12754,1990,8
12755,1990,5
12760,1990,9
12762,1990,7
12763,1990,8
12771,1990,8
12774,1990,7
12776,1990,9
12778,1990,10
12782,1990,7
12789,1990,9
12790,1990,9
12791,1990,9
12798,1990,10
